model	nDCG	Recall	MAP	PopREO	PopRSP	APLT	ACLT	ARP	ItemCoverage	Gini	EFD	EPC	REO-ProbToBeRanked_items:Categories-0	REO-ProbToBeRanked_items:Categories-1	REO-ProbToBeRanked_items:Categories-2	REO-ProbToBeRanked_items:Categories-3	REO-ProbToBeRanked_items:Categories-4	REO-ProbToBeRanked_items:Categories-5	REO-ProbToBeRanked_items:Categories-6	REO-ProbToBeRanked_items:Categories-7	REO-ProbToBeRanked_items:Categories-8	REO-ProbToBeRanked_items:Categories-9	REO-ProbToBeRanked_items:Categories-10	REO-ProbToBeRanked_items:Categories-11	REO-ProbToBeRanked_items:Categories-12	REO-ProbToBeRanked_items:Categories-13	REO-ProbToBeRanked_items:Categories-14	REO-ProbToBeRanked_items:Categories-15	REO-ProbToBeRanked_items:Categories-16	REO-ProbToBeRanked_items:Categories-17	REO-ProbToBeRanked_items:Categories-18	REO-ProbToBeRanked_items:Categories-19	REO-ProbToBeRanked_items:Categories-20	REO-ProbToBeRanked_items:Categories-21	REO-ProbToBeRanked_items:Categories-22	REO-ProbToBeRanked_items:Categories-23	REO-ProbToBeRanked_items:Categories-24	REO-ProbToBeRanked_items:Categories-25	REO-ProbToBeRanked_items:Categories-26	REO-ProbToBeRanked_items:Categories-27	REO-ProbToBeRanked_items:Categories-28	REO-ProbToBeRanked_items:Categories-29	REO-ProbToBeRanked_items:Categories-30	REO-ProbToBeRanked_items:Categories-31	REO-ProbToBeRanked_items:Categories-32	REO-ProbToBeRanked_items:Categories-33	REO-ProbToBeRanked_items:Categories-34	REO_items:Categories	RSP-ProbToBeRanked_items:Categories-0	RSP-ProbToBeRanked_items:Categories-1	RSP-ProbToBeRanked_items:Categories-2	RSP-ProbToBeRanked_items:Categories-3	RSP-ProbToBeRanked_items:Categories-4	RSP-ProbToBeRanked_items:Categories-5	RSP-ProbToBeRanked_items:Categories-6	RSP-ProbToBeRanked_items:Categories-7	RSP-ProbToBeRanked_items:Categories-8	RSP-ProbToBeRanked_items:Categories-9	RSP-ProbToBeRanked_items:Categories-10	RSP-ProbToBeRanked_items:Categories-11	RSP-ProbToBeRanked_items:Categories-12	RSP-ProbToBeRanked_items:Categories-13	RSP-ProbToBeRanked_items:Categories-14	RSP-ProbToBeRanked_items:Categories-15	RSP-ProbToBeRanked_items:Categories-16	RSP-ProbToBeRanked_items:Categories-17	RSP-ProbToBeRanked_items:Categories-18	RSP-ProbToBeRanked_items:Categories-19	RSP-ProbToBeRanked_items:Categories-20	RSP-ProbToBeRanked_items:Categories-21	RSP-ProbToBeRanked_items:Categories-22	RSP-ProbToBeRanked_items:Categories-23	RSP-ProbToBeRanked_items:Categories-24	RSP-ProbToBeRanked_items:Categories-25	RSP-ProbToBeRanked_items:Categories-26	RSP-ProbToBeRanked_items:Categories-27	RSP-ProbToBeRanked_items:Categories-28	RSP-ProbToBeRanked_items:Categories-29	RSP-ProbToBeRanked_items:Categories-30	RSP-ProbToBeRanked_items:Categories-31	RSP-ProbToBeRanked_items:Categories-32	RSP-ProbToBeRanked_items:Categories-33	RSP-ProbToBeRanked_items:Categories-34	RSP_items:Categories
BPRMF_seed=42_e=500_bs=1_f=64_lr=0$0001_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=500	0.014236597495433337	0.023780535372682803	0.006232411372449813	1.0	1.0	0.0	0.0	452.9834803333442	36.0	0.000654132518745909	0.05543050136449412	0.005516880700723322	0.016856435202508863	0.0	0.0004399472063352398	0.12164073550212164	0.030834512022630836	0.0	0.027658499621116443	0.020134228187919462	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.3143675155532786	0.000835594776666287	0.0	9.893087009045554e-06	0.00860320862830954	0.0005883927651217817	0.0	0.0008256629745857688	0.0009912285393847613	0.0	0.00045372462722050955	0.0	0.0	0.0	0.0	0.0	3.5741636903734986e-06	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.3942531597021337
BPRMF_seed=42_e=500_bs=1_f=32_lr=0$0001_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=380	0.014121737846236456	0.02363330281261921	0.0061895975838752474	1.0	1.0	0.0	0.0	453.7241739356011	33.0	0.0006460111983503936	0.05498159160458542	0.005474121447999266	0.01683861656064575	0.0	0.0004399472063352398	0.12164073550212164	0.030834512022630836	0.0	0.027690073250820915	0.019654841802492808	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.3172266460294706	0.0008374243334598732	0.0	3.7826509152233005e-06	0.008678968781385073	0.0005883927651217817	0.0	0.0008414064663007562	0.0007492088323162952	0.0	0.000457280956772094	0.0	0.0	0.0	0.0	0.0	4.124035027354037e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.4236950302312774
BPRMF_seed=42_e=500_bs=1_f=8_lr=0$0001_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=120	0.014108974152596872	0.02365096658680291	0.006186160608306993	1.0	1.0	0.0	0.0	453.8879146535231	33.0	0.0006419043617171827	0.05504524022959544	0.005481722526244455	0.01696334705368757	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.027721646880525384	0.01821668264621285	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.3281777711041833	0.0008514006729947596	0.0	1.6730955971179982e-06	0.00871913595688361	0.0005883927651217817	0.0	0.0008354752573008428	0.0005382307833283497	0.0	0.0004574760297010839	0.0	0.0	0.0	0.0	0.0	1.3746783424513457e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.451254960656203
BPRMF_seed=42_e=500_bs=1_f=8_lr=0$005_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=500	0.022699750679589636	0.03674202589143043	0.010418948422892392	1.0	0.9996323661186247	0.00014267648107915302	0.0028535296215830602	303.50936152274716	3402.0	0.009260489980194797	0.10131885691922139	0.009286546219961049	0.03540564138201386	0.002621231979030144	0.025516937967443906	0.10891089108910891	0.03210749646393211	0.024509803921568627	0.03634124778984592	0.04074784276126558	0.009349367440567219	0.028066014428303192	0.0	0.0	0.0022682166146867026	0.0036036036036036037	0.0	0.033585222502099076	0.03472783072201583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016483516483516484	0.0	0.0	0.0	0.2211764705882353	0.0	0.0	0.0	0.0	0.0	2.183751911532128	0.0008064257439040751	0.00020618701931050291	0.0007486011647800574	0.0035873147199690326	0.0004727186590895716	0.0005825989607228994	0.000842341276414873	0.0006144319157350515	0.00017074534892526556	0.0005820826144958424	6.778252847229317e-06	9.87316741083707e-06	8.142187030080213e-05	0.0002414611713701504	8.425540340433958e-06	0.0005900119445801176	0.0008374756947827716	4.424400272543057e-05	6.936837853652861e-05	4.293532604132477e-05	4.055298044129754e-06	5.325017329258981e-05	0.00012800385915767113	1.7007209797160677e-05	8.846526042943986e-06	0.0002039348613513311	2.4808260769170584e-05	0.0	1.6721597113183475e-06	0.006401769034655658	3.8947887726222316e-05	0.0	0.00032675270382068926	0.0	0.0	2.342241184326611
BPRMF_seed=42_e=500_bs=1_f=64_lr=0$005_bias_reg=0$001_u_reg=0$05_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=500	0.03290069018673257	0.05045033944876411	0.015660375558158003	0.9937139495012551	0.999837067615079	6.323162229644282e-05	0.0012646324459288562	342.5396818963001	4586.0	0.008621813616699447	0.15583906391192653	0.013710144344031103	0.0479856025373746	0.010484927916120577	0.046194456665200175	0.11456859971711457	0.039321074964639324	0.024509803921568627	0.05301212427380652	0.041706615532118886	0.0188725149450855	0.03547781401324242	0.0	0.00819672131147541	0.008789339381910972	0.007207207207207207	0.0	0.03442485306465155	0.059602649006622516	0.01098901098901099	0.010101010101010102	0.0	0.0	0.0	0.013953488372093023	0.011337868480725623	0.0	0.02197802197802198	0.0	0.0	0.0	0.22823529411764706	0.0	0.0	0.015873015873015872	0.0	0.0	1.7212799640197844	0.0007643995510374855	0.00010693550380389437	0.0009152560349103763	0.0017993751073864435	0.0005447036049531558	0.0001840483080465523	0.0009943800827680875	0.0008042770845043375	0.00010238742251006179	0.000360434750333586	7.74657468254779e-06	1.2223921556274469e-05	0.00017120161470532899	0.00030669325585628725	5.4766012212820724e-06	0.0005348873430478186	0.0007903469786782055	0.0005122472315544295	0.00042404218492490874	3.625649754600759e-05	2.8387086308908274e-05	1.254745462641484e-05	2.962072773896522e-05	2.8975246321088563e-05	3.194578848840884e-05	0.0008891250962703867	2.8624916272119902e-06	0.0	5.350911076218712e-06	0.009492005692125242	0.0002596525848414821	0.0	0.00019929597537999487	0.0	6.498148027812073e-05	2.7073818699082906
BPRMF_seed=42_e=500_bs=1_f=8_lr=0$001_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=20	0.014129778567821107	0.023808629462894748	0.0061531824708918065	1.0	1.0	0.0	0.0	454.7026686987256	34.0	0.0006381302077247408	0.05498417455555296	0.005475168462367891	0.016820797918782632	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.028921444809295278	0.00862895493767977	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.384377623547042	0.0008389054032451572	0.0	8.001761551433905e-07	0.00871913595688361	0.0005883927651217817	0.0	0.0008979850425868865	0.00014950855092454157	0.0	0.0004574760297010839	0.0	0.0	0.0	0.0	0.0	1.3746783424513457e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.500434305194547
BPRMF_seed=42_e=500_bs=1_f=64_lr=0$0005_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=500	0.014250702110656517	0.023895210008630773	0.006278404262528869	1.0	1.0	0.0	0.0	453.26776646454164	34.0	0.0006484805230443369	0.05553339616239443	0.005527502784735306	0.017034621621140035	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.028132104066683507	0.01821668264621285	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.325331000592885	0.0008430034764293256	0.0	2.6187583259238234e-06	0.008620218926830273	0.0005883927651217817	0.0	0.0008390533235997037	0.0007677987518447426	0.0	0.00045506012650359403	0.0	0.0	0.0	0.0	0.0	3.0242923533929603e-06	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.4214733158039916
BPRMF_seed=42_e=500_bs=1_f=8_lr=0$001_bias_reg=0$001_u_reg=0$05_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=20	0.014134283155871188	0.023804305933165078	0.006155080462846167	1.0	1.0	0.0	0.0	454.68849670871293	34.0	0.0006382768046382381	0.054999181735235304	0.005476662668702265	0.01683861656064575	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.028889871179590805	0.00862895493767977	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.384451942968389	0.0008390327350366523	0.0	8.001761551433905e-07	0.00871913595688361	0.0005883927651217817	0.0	0.0008963346192129975	0.00015547135530159076	0.0	0.0004574760297010839	0.0	0.0	0.0	0.0	0.0	1.3746783424513457e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.4997570090009567
BPRMF_seed=42_e=500_bs=1_f=32_lr=0$0005_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=440	0.014235215631773946	0.023835570077568383	0.006249029647290259	1.0	1.0	0.0	0.0	453.87224780310646	33.0	0.0006441317643501865	0.05539221787470844	0.005514973758220612	0.01696334705368757	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.028637282141955038	0.012943432406519654	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.35640583961083	0.0008393778712083361	0.0	1.382122449793129e-06	0.008659528440218521	0.0005883927651217817	0.0	0.0008666012106177796	0.0005972450090012039	0.0	0.0004569058165240366	0.0	0.0	0.0	0.0	0.0	1.3746783424513457e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.4413100239096006
BPRMF_seed=42_e=500_bs=1_f=16_lr=0$0001_bias_reg=0$001_u_reg=0$1_pos_i_reg=0$0025_neg_i_reg=0$00025_up_neg_i_f=True_up_u=True_up_i=True_up_b=True_it=320	0.014131619254493778	0.023705868179371842	0.006187494851542989	1.0	1.0	0.0	0.0	454.01632997178893	34.0	0.0006425952036529514	0.055176749126497525	0.0054929597149858	0.017248445323497442	0.0	0.0	0.12164073550212164	0.030834512022630836	0.0	0.028037383177570093	0.011984659635666348	0.0	0.00751062357940508	0.0	0.0	0.0	0.0	0.0	0.0	0.023744144726215475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2776470588235294	0.0	0.0	0.0	0.0	0.0	3.364447502315689	0.0008505562621669506	0.0	8.001761551433905e-07	0.008709987561040527	0.0005883927651217817	0.0	0.0008441335330474555	0.0004432643547938755	0.0	0.0004574760297010839	0.0	0.0	0.0	0.0	0.0	1.3746783424513457e-07	0.00080322918116798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012631742707952462	0.0	0.0	0.0	0.0	0.0	3.463718584294294
